"QuestionId","Question","language","Type","Categorie","LLM","answer","correctness","relevance","specificity"
"22E","What is the control arm in the COMPETE trial?","english","specific","study","","","","",""
"23G","Was ist der Vergleichsarm in der COMPOSE Studie","german","specific","study","","","","",""
"23E","What is the control arm in the COMPOSE trial?","english","specific","study","","","","",""
"24G","Ist es möglich die verschiedenen Guidelines zu Management von neuroendokrinen Tumoren vergleichend darzustellen (ENETS, NANETS)? Wo sind hier die Unterschiede in der Therapie dieser Erkrankung? ","german","specific","guidelines","","","","",""
"24E","Is it possible to compare the different guidelines for the management of neuroendocrine tumors (ENETS, NANETS)? Where are the differences in the therapy of this disease?","english","specific","guidelines","","","","",""
"25G","In welchem Bereich werden PRRT Therapien in den ESMO Guidelines dargestellt?","german","specific","guidelines","","","","",""
"25E","In which section are PRRT therapies presented in the ESMO Guidelines?","english","specific","guidelines","","","","",""
"26G","Welche Arten von neuroendokrinen Tumoren werden in der COMPETE Studie untersucht?","german","specific","study","","","","",""
"26E","What types of neuroendocrine tumors are investigated in the COMPETE trial?","english","specific","study","","","","",""
"27G","Was war das mediane PFS in der Netter-2 Studie?","german","specific","study","","","","",""
"27E","What was the median PFS in the Netter-2 trial?","english","specific","study","","","","",""
"28G","In welchen Indikationen erforscht ITM Radiopharmazeutika?","german","specific","research","","","","",""
"28E","In which indications does ITM research radiopharmaceuticals?","english","specific","research","","","","",""
"29G","Welche Isotope werden in den Studien von ITM verwendet?","german","general","research","","","","",""
"29E","Which isotopes are used in ITM's studies?","english","general","research","","","","",""
"30G","Wann wurde ITM gegründet?","german","general","company","","","","",""
"30E","When was ITM founded?	","english","general","company","","","","",""
"31G","Welche Produkte hat ITM bereits auf dem Markt?","german","general","company","","","","",""
"31E","Which products does ITM already have on the market?","english","general","company","","","","",""
"32G","An welchen Kongressen nimmt ITM teil?","german","general","company","","","","",""
"32E","Which congresses does ITM participate in?","english","general","company","","","","",""
"33G","Wie funktioniert PRRT/Wie ist das Medikament zusammengesetzt?","german","general","mechanism of action","","","","",""
"33E","How does PRRT work/what is the drug made up of?","english","general","mechanism of action","","","","",""
"34G","Was ist die wichtigste Voraussetzung für die Behandlung mit PRRT?","german","general","requirements","","","","",""
"34E","What is the major requirement for a patient to be treated with PRRT?","english","general","requirements","","","","",""
"35G","Was ist Theranostik?	","german","general","definition","","","","",""
"35E","What is theranostics?","english","general","definition","","","","",""
