QuestionId,Question,language,Type,Categorie,LLM,answer,correctness,relevance,specificity
9E naive RAG,Is PRRT the future for metastatic cancer patients?,english,general,therapy,claude-3-opus-20240229 naive RAG,"PRRT shows promise for the future treatment of metastatic cancer patients, particularly those with well-differentiated neuroendocrine tumors (NETs). Studies, including the NETTER-1 phase III trial, have demonstrated that PRRT can significantly improve progression-free survival and quality of life compared to other treatments like high-dose octreotide. Additionally, PRRT has been associated with high response rates and prolonged progression-free survival in patients with gastroenteropancreatic NETs (GEP-NETs) (""Rogoza et al. - 2022 - Role of Somatostatin Signalling in Neuroendocrine,"" 15). However, the optimal treatment regimen and positioning of PRRT in the treatment algorithm are still under investigation, indicating that while PRRT is a valuable treatment option, further research is needed to fully establish its role in the management of metastatic cancer (""Harris and Zhernosekov - 2022 - The evolution of PRRT for the treatment of neuroen,"" 6).",,,
10G naive RAG,"Was muss eine Klinik an Equipment haben, um eine PRRT durchführen zu können?",german,specific,therapy,claude-3-opus-20240229 naive RAG,"Eine Klinik muss über geeignetes Personal, Strahlenschutzausrüstung und Verfahren für das Abfallmanagement sowie den Umgang mit versehentlicher Kontamination des Standorts oder des Personals verfügen, um eine PRRT durchführen zu können (""Zaknun et al. - 2013 - The joint IAEA, EANM, and SNMMI practical guidance"").",,,
10E naive RAG,What equipment does a clinic need to perform PRRT?,english,specific,therapy,claude-3-opus-20240229 naive RAG,"To perform PRRT, a clinic needs equipment for administering the radiopharmaceutical, such as patient stretchers, chairs, and protective coverings for floors and walls to manage radioactive contamination from body fluids, primarily urine. Additionally, the treatment suite should be equipped to handle the administration of antiemetics and prophylactic amino acids, as detailed in the treatment overview (""Hope et al. - 2019""). The clinic must also ensure that ^177Lu is included in their institutional radioactive materials license and have facilities for patient monitoring and radiation safety, especially if a combination of oncology and nuclear medicine departments is used.",,,
11G naive RAG,Welche Ärzte führen PRRT durch? Muss man dafür ein Nuklearmediziner sein?,german,specific,therapy,claude-3-opus-20240229 naive RAG,"PRRT sollte von medizinischem Fachpersonal durchgeführt werden, das in Strahlensicherheit geschult ist. Ärzte, die für die Behandlung von Patienten verantwortlich sind, sollten allgemeine Kenntnisse über die Pathophysiologie und die natürliche Geschichte der jeweiligen Krankheiten besitzen und mit alternativen Therapieformen vertraut sein (""Zaknun et al. - 2013 - The joint IAEA, EANM, and SNMMI practical guidance""). Es ist nicht explizit erforderlich, dass ein Nuklearmediziner die PRRT durchführt, jedoch müssen die behandelnden Ärzte mit den Anwendungen von unversiegelten Radionuklidquellen für die Therapie vertraut sein und die entsprechenden nationalen Gesetzgebungen und lokalen Vorschriften einhalten.",,,
11E naive RAG,Which doctors perform PRRT? Do you have to be a nuclear medicine physician?,english,specific,therapy,claude-3-opus-20240229 naive RAG,"Peptide Receptor Radionuclide Therapy (PRRT) must be administered at specialized facilities by medical personnel trained in radiation safety. These personnel are typically nuclear medicine physicians, as they are trained in handling radiopharmaceuticals and radiation safety protocols. However, the specific qualifications can vary depending on local regulations and the protocols of the medical facility.",,,
12G naive RAG,Was sind die häufigsten Nebenwirkungen der PRRT?,german,general,side effects,claude-3-opus-20240229 naive RAG,"Die häufigsten Nebenwirkungen der PRRT umfassen Übelkeit, Erbrechen, Müdigkeit und Bauchschmerzen, die hauptsächlich durch die gleichzeitige Infusion von Aminosäuren verursacht werden (""Camus et al. - 2021""). Weitere akute Nebenwirkungen können Kopfschmerzen und selten Erbrechen aufgrund von metabolischer Azidose sein, die durch die Aminosäure-Koadministration induziert wird (""Zaknun et al. - 2013"").",,,
12E naive RAG,What are the most common side effects of PRRT?,english,general,side effects,claude-3-opus-20240229 naive RAG,"The most common side effects of Peptide Receptor Radionuclide Therapy (PRRT) include nausea, vomiting, fatigue, and abdominal pain, which are primarily caused by the simultaneous infusion of amino acids (""Camus et al. - 2021 - Indications of Peptide Receptor Radionuclide Thera,"" J. Clin. Med. 2021, 10, 1267, p. 11). Additionally, metabolic acidosis induced by amino acid coadministration can lead to nausea and headache (""Zaknun et al. - 2013 - The joint IAEA, EANM, and SNMMI practical guidance,"" p. 811).",,,
13G naive RAG,Was sind die Vorteile einer PRRT?,german,general,advantages of therapy,claude-3-opus-20240229 naive RAG,"Die Vorteile einer Peptid-Rezeptor-Radionuklid-Therapie (PRRT) umfassen eine signifikante Verbesserung der Lebensqualität, eine Verlängerung der Zeit bis zur Verschlechterung der Symptome und eine effektive Kontrolle der Symptome bei Patienten mit neuroendokrinen Tumoren (NETs). PRRT hat sich auch als wirksam erwiesen, um das Tumorwachstum zu reduzieren und die progressionsfreie Überlebenszeit (PFS) zu verlängern. Darüber hinaus hat PRRT in klinischen Studien hohe Ansprechraten und eine verlängerte PFS bei Patienten mit GEP-NETs gezeigt (""Cancers 2022,14, 5792 4 of 17""; ""Int. J. Mol. Sci. 2022, 23, 1447 15 of 22"").",,,
13E naive RAG,What are the benefits of PRRT?,english,general,advantages of therapy,claude-3-opus-20240229 naive RAG,"Peptide Receptor Radionuclide Therapy (PRRT) offers several benefits for patients with neuroendocrine tumors (NETs). According to the NETTER-1 phase III study, PRRT with 177Lu-DOTATATE not only improves progression-free survival but also significantly enhances the quality of life compared to high-dose octreotide treatment. This includes longer time to quality of life deterioration and significant reductions in tumor progression or death (""Int. J. Mol. Sci. 2022, 23, 1447""). Additionally, PRRT has been effective in symptom control, particularly in improving symptoms associated with hormonal syndromes like carcinoid syndrome, which includes reducing episodes of flushing and bowel movement frequency (""Cancers 2022, 14, 5792"").",,,
14G naive RAG,Was sind Herausforderungen der PRRT?,german,general,challenges of therapy,claude-3-opus-20240229 naive RAG,"Die Herausforderungen der Peptidrezeptor-Radionuklidtherapie (PRRT) umfassen die Notwendigkeit spezifischer klinischer Expertise aufgrund der biologischen Eigenschaften der PRRT und der spezifischen Merkmale von Patienten mit neuroendokrinen Tumoren (NET). Zudem ist PRRT nur für Patienten geeignet, die einen Karnofsky Performance Index von mindestens 60 aufweisen und nicht für schwangere oder stillende Patienten, Patienten mit schwerer kardialer Beeinträchtigung oder einer Lebenserwartung von weniger als drei Monaten. PRRT kann auch Toxizitäten induzieren, die Dosisanpassungen oder sogar einen Abbruch der Therapie erforderlich machen können, insbesondere wenn Toxizitäten nach einer reduzierten Dosis weiterhin bestehen oder wiederkehren (""A Clinical Guide to Peptide Receptor Radionuclide Therapy,"" 1, 7).",,,
14E naive RAG,What are the challenges of PRRT?,english,general,challenges of therapy,claude-3-opus-20240229 naive RAG,"The challenges of Peptide Receptor Radionuclide Therapy (PRRT) include managing its toxicity, which can be dose-limiting and may require adjustments to the treatment schedule (""A Clinical Guide to Peptide Receptor Radionuclide Therapy"" 7). Adverse events related to PRRT are generally mild but can include nausea, abdominal pain, asthenia, and increased hair loss, with severe toxicities potentially affecting critical organs like the kidneys and bone marrow (7). Additionally, the treatment protocol involves careful patient eligibility assessment and the management of potential volume overload due to the co-infusion of amino acids, which can cause nausea and requires adjustments for patients with specific conditions like decompensated carcinoid heart disease (5).",,,
15G naive RAG,Was sind die wichtigsten inclusion/exclusion criteria der COMPETE Studie?,german,specific,study,claude-3-opus-20240229 naive RAG,"Die wichtigsten Einschlusskriterien der COMPETE Studie sind: Patienten müssen mindestens 18 Jahre alt sein, eine histologisch bestätigte Diagnose von nicht resezierbaren, gut differenzierten (hoher Grad 2 oder Grad 3) GEP-NETs haben und eine SSTR+ Krankheit aufweisen (""enets-poster-compose_clean.pdf"", 1). Die Ausschlusskriterien umfassen vorherige PRRT-Behandlung, größere Operationen innerhalb von 4 Wochen vor der Randomisierung, andere bekannte Malignome und renale, hepatische, kardiovaskuläre oder hämatologische Organfunktionsstörungen, die die Sicherheit der Studienbehandlungen beeinträchtigen könnten (""enets-poster-compose_clean.pdf"", 1).",,,
15E naive RAG,What are the most important inclusion/exclusion criteria of the COMPETE trial?,english,specific,study,claude-3-opus-20240229 naive RAG,"The most important inclusion criteria for the COMPETE trial are patients aged 18 years or older, with a histologically confirmed diagnosis of unresectable, well-differentiated (high grade 2 or grade 3) gastroenteropancreatic neuroendocrine tumors (GEP-NETs), and somatostatin receptor-positive (SSTR+) disease. The exclusion criteria include prior peptide receptor radionuclide therapy (PRRT), any major surgery within 4 weeks prior to randomization, other known malignancies, and renal, hepatic, cardiovascular, or hematological organ dysfunction that could interfere with the safety of the trial treatments (""COMPOSE aims to randomize 202 patients 1:1 to a defined number of cycles of 177Lu-edotreotide or an active comparator"").",,,
16G naive RAG,Was sind die wichtigsten inclusion/exclusion criteria der COMPOSE Studie?,german,specific,study,claude-3-opus-20240229 naive RAG,"Die wichtigsten Einschlusskriterien der COMPOSE-Studie sind: Patienten müssen mindestens 18 Jahre alt sein, eine histologisch bestätigte Diagnose von nicht resezierbaren, gut differenzierten (hoher Grad 2 oder Grad 3) GEP-NETs haben und eine SSTR+ Erkrankung aufweisen. Die wichtigsten Ausschlusskriterien umfassen vorherige PRRT-Behandlungen, größere Operationen innerhalb von 4 Wochen vor der Randomisierung, andere bekannte bösartige Erkrankungen sowie Nieren-, Leber-, Herz-Kreislauf- oder hämatologische Organfunktionsstörungen, die die Sicherheit der Studienbehandlungen beeinträchtigen könnten.",,,
16E naive RAG,What are the most important inclusion/exclusion criteria of the COMPOSE trial?,english,specific,study,claude-3-opus-20240229 naive RAG,"The most important inclusion criteria for the COMPOSE trial are: patients must be aged 18 years or older, have a histologically confirmed diagnosis of unresectable, well-differentiated (high grade 2 or grade 3) gastroenteropancreatic neuroendocrine tumors (GEP-NETs), and exhibit somatostatin receptor-positive (SSTR+) disease. The exclusion criteria include prior peptide receptor radionuclide therapy (PRRT), any major surgery within 4 weeks prior to randomization, other known malignancies, and renal, hepatic, cardiovascular, or hematological organ dysfunction that could interfere with the safety of the trial treatments.",,,
17G naive RAG,Welche radiopharmazeitische Medikamente sind von der FDA zugelassen?,german,specific,medication,claude-3-opus-20240229 naive RAG,"Die spezifischen radiopharmazeutischen Medikamente, die von der FDA zugelassen sind, werden im gegebenen Kontext nicht aufgeführt. Um Informationen über von der FDA zugelassene radiopharmazeutische Medikamente zu erhalten, müsste man auf die offizielle FDA-Website oder auf aktuelle FDA-Zulassungslisten zugreifen.",,,
17E naive RAG,Which radiopharmaceutical drugs are approved by the FDA?,english,specific,medication,claude-3-opus-20240229 naive RAG,Lutathera® and Lutetium Lu 177 vipivotide tetraxetan are radiopharmaceutical drugs approved by the FDA (Hennrich and Kopka; Fallah et al.).,,,
18G naive RAG,In welcher Indikationen werden zur Zeit PSMA-targeting Radiopharmazeutika entwickelt?,german,specific,medication,claude-3-opus-20240229 naive RAG,"PSMA-targeting Radiopharmazeutika werden derzeit für die Bildgebung und Therapie von Prostatakrebs entwickelt, insbesondere für das Staging und Restaging sowie die Lokalisierung von biochemischen Rezidiven (""Eiber et al. - 2017 - Prostate-Specific Membrane Antigen Ligands for Imaging and Therapy of Prostate Cancer,"" 2; ""Zhang et al. - 2021 - PSMA Theranostics Current Landscape and Future Outlook,"" 2).",,,
18E naive RAG,In which indications are PSMA-targeting radiopharmaceuticals currently being developed?,english,specific,medication,claude-3-opus-20240229 naive RAG,"PSMA-targeting radiopharmaceuticals are currently being developed for prostate cancer (PC), particularly in metastatic castration-resistant prostate cancer (mCRPC) as indicated by the development of ^177Lu-PSMA-R2 and the evaluation of ^131I-MIP-1095 in combination with enzalutamide for patients with PSMA-avid mCRPC who have progressed on abiraterone (Zhang et al. 9). Additionally, the expression of PSMA in the tumor neovasculature of other solid tumors such as colon, breast, kidney, and certain subtypes of bladder cancer suggests potential future therapeutic applications in these cancers as well (Eiber et al. 2).",,,
19G naive RAG,Welche wichtigen Studien wurden in den letzten Jahren im Bereich der neuroendokrinen Tumore gestartet bzw. durchgeführt?,german,specific,study,claude-3-opus-20240229 naive RAG,"Einige wichtige Studien zu neuroendokrinen Tumoren der letzten Jahre umfassen:

1. Van Riet J, van de Werken HJG, Cuppen E, Eskens F, Tesselaar M, van Veenendaal LM, et al. ""The genomic landscape of 85 advanced neuroendocrine neoplasms reveals subtype-heterogeneity and potential therapeutic targets."" Nat Commun. 2021;12(1):4612. Diese Studie befasste sich mit einer umfassenden genomischen Analyse fortgeschrittener neuroendokriner Neoplasien, wobei genetische Subtypen identifiziert wurden, die mit dem Grad und der Lokalisation der Tumoren zusammenhängen, sowie klinisch nutzbare Ziele hervorgehoben wurden.

2. Lawrence B, Blenkiron C, Parker K, Tsai P, Fitzgerald S, Shields P, et al. ""Recurrent loss of heterozygosity correlates with clinical outcome in pancreatic neuroendocrine cancer."" NPJ Genom Med. 2018;3:18. Diese Studie untersuchte den wiederkehrenden Verlust der Heterozygotie und dessen Korrelation mit klinischen Ergebnissen bei Pankreas-neuroendokrinen Krebsarten.

3. Cao Y, Gao Z, Li L, Jiang X, Shan A, Cai J, et al. ""Whole exome sequencing of insulinoma reveals recurrent T372R mutations in YY1."" Nat Commun. 2013;4:2810. Diese Forschung offenbarte wiederkehrende Mutationen im YY1-Gen bei Insulinomen durch Ganzexom-Sequenzierung.

4. George J, Lim JS, Jang SJ, Cun Y, Ozretić L, Kong G, et al. ""Comprehensive genomic profiles of small cell lung cancer."" Nature. 2015;524(7563):47–53. Diese Studie lieferte umfassende genomische Profile von kleinzelligem Lungenkrebs, was für das Verständnis neuroendokriner Tumoren der Lunge relevant sein kann.

5. Flaherty KT, Gray RJ, Chen AP, Li S, McShane LM, Patton D, et al. ""Molecular landscape and actionable alterations in a genomically guided cancer clinical trial: national cancer institute molecular analysis for therapy choice (NCI-MATCH)."" J Clin Oncol. 2020;38(33):3883–94. Diese klinische Studie zielte darauf ab, molekulare Landschaften und handlungsrelevante Veränderungen in Krebsarten, einschließlich neuroendokriner Tumoren, zu identifizieren.

Diese Studien zeigen die Fortschritte und den Fokus auf genetische und molekulare Aspekte bei der Erforschung und Behandlung von neuroendokrinen Tumoren.",,,
19E naive RAG,What are the major studies that have been initiated or conducted in the field of neuroendocrine tumors in recent years?,english,specific,study,claude-3-opus-20240229 naive RAG,"Recent studies in the field of neuroendocrine tumors include the work by Jiao et al., which focused on the genetic alterations in pancreatic neuroendocrine tumors, specifically in DAXX/ATRX and MEN1 genes, and the mTOR pathway (""Science,"" 2011). Additionally, Yao et al. conducted a study on the use of Everolimus for advanced pancreatic neuroendocrine tumors, published in ""The New England Journal of Medicine"" in 2011. Panzuto et al. explored the effectiveness of Everolimus in pancreatic neuroendocrine carcinomas G3, as reported in ""Pancreas"" in 2017. Pellat et al. evaluated clinical and biomarker aspects of Sunitinib in patients with grade 3 digestive neuroendocrine neoplasms, detailed in ""Neuroendocrinology"" in 2018 (Kos-Kudła et al. - 2023).",,,
20G naive RAG,Was ist der Vergleichsarm in der Netter-1 Studie,german,specific,study,claude-3-opus-20240229 naive RAG,"In der Netter-1 Studie war der Vergleichsarm die Behandlung mit hochdosiertem Octreotid LAR (""Rinke et al. - 2017"").",,,
20E naive RAG,What is the control arm in the Netter-1 trial?,english,specific,study,claude-3-opus-20240229 naive RAG,"The query asks about the control arm in the Netter-1 trial; however, the provided documents do not contain information regarding the Netter-1 trial. Therefore, I am unable to provide details about the control arm in the Netter-1 trial based on the given context.",,,
21G naive RAG,Was ist der Vergleichsarm in der Netter-2 Studie,german,specific,study,claude-3-opus-20240229 naive RAG,In der Netter-2 Studie wurde kein Vergleichsarm erwähnt.,,,
21E naive RAG,What is the control arm in the Netter-2 trial?,english,specific,study,claude-3-opus-20240229 naive RAG,"The control arm in the Netter-2 trial is not specified in the provided context. The context discusses the COMPOSE trial, not the Netter-2 trial.",,,
22G naive RAG,Was ist der Vergleichsarm in der COMPETE Studie,german,specific,study,claude-3-opus-20240229 naive RAG,Der Vergleichsarm in der COMPETE-Studie besteht aus der Behandlung mit Everolimus.,,,
22E naive RAG,What is the control arm in the COMPETE trial?,english,specific,study,claude-3-opus-20240229 naive RAG,"The control arm in the COMPETE trial consists of patients receiving Everolimus 10 mg daily for 24 months or until disease progression (""Harris and Zhernosekov - 2022 - The evolution of PRRT for the treatment of neuroen,"" 4).",,,
23G naive RAG,Was ist der Vergleichsarm in der COMPOSE Studie,german,specific,study,claude-3-opus-20240229 naive RAG,"Der Vergleichsarm in der COMPOSE-Studie besteht aus der Behandlung mit CAPTEM, Everolimus oder FOLFOX, die gemäß den lokalen Verschreibungsinformationen verabreicht werden, bis zur Diagnose einer Progression oder bis zum Ende der Studie.",,,
23E naive RAG,What is the control arm in the COMPOSE trial?,english,specific,study,claude-3-opus-20240229 naive RAG,"In the COMPOSE trial, the control arm consists of patients receiving either CAPTEM, everolimus, or FOLFOX, administered according to local prescribing information until diagnosis of progression or end of study. Each patient in this arm will be treated with the appropriate standard therapy as determined by the study doctor.",,,
