QuestionId,Question,language,Type,Categorie,LLM,answer,correctness,relevance,specificity
6G,Wie viel kostet eine Behandlung mit PRRT?,german,specific,cost,gemini-1.0-pro-001,"'Die Kosten einer PRRT-Behandlung (Peptide-Rezeptor-Radionuklid-Therapie) variieren je nach folgenden Faktoren:\n\n', '* **Land und Klinik:** Die Kosten können je nach Standort und Ruf der Klinik variieren.\n* **Art der PR', 'RT:** Es gibt verschiedene Arten von PRRT, die unterschiedliche Kosten haben können.\n* **Anzahl der Behandlungen:** Die Anzahl der erforderlichen Behandlungen kann die Gesamtkosten beeinflussen.\n* **Dosierung des Radionuklids:** Die verwendete Dosierung des Radionuk', 'lids kann die Kosten beeinflussen.\n* **Zusätzliche Kosten:** Dies kann Kosten für Bildgebung, Tests und Nachsorge umfassen.\n\nIm Allgemeinen liegen die Kosten für eine PRRT-Behandlung zwischen **20.000 und 100.000', ' US-Dollar**.\n\nEs ist wichtig zu beachten, dass die PRRT-Behandlung in vielen Ländern nicht von der Krankenversicherung abgedeckt ist. Daher ist es wichtig, sich vor der Behandlung über die Kosten zu informieren und gegebenenfalls eine Finanzierung zu beantragen.'",,,
6E,How much does a PRRT treatment cost?,english,specific,cost,gemini-1.0-pro-001,"'The cost of PRRT treatment can vary depending on a number of factors, including the type of cancer being treated, the stage of the cancer,', ' the number of treatments required, and the location of the treatment center. In general, the cost of a single PRRT treatment can range from $', '10,000 to $50,000. The total cost of treatment can range from $50,000 to $250,000.\n\nSome insurance plans may cover the cost of PRRT treatment', '. However, it is important to check with your insurance provider to determine if your plan covers this type of treatment. If your insurance does not cover PRRT treatment, you may be able to get financial assistance from a variety of sources, including government programs, non-profit organizations, and drug manufacturers.'",,,
7G,Welche Isotope werden für die Therapie und welche für die Diagnistik der PRRT eingesetzt?,german,specific,therapy,gemini-1.0-pro-001,"'**Therapie:**\n\n* **Lutetium-177 (¹⁷⁷Lu):** Wird zur Therapie von neuroendokrinen Tumoren', ' (NET) eingesetzt.\n\n**Diagnistik:**\n\n* **Indium-111 (¹¹¹In):** Wird zur Lokalisierung von', ' NET verwendet.\n* **Yttrium-90 (⁹⁰Y):** Wird zur Lokalisierung von NET und zur Dosimetrie vor der Therapie mit ¹⁷⁷Lu verwendet.'",,,
7E,Which isotopes are used for therapy and diagnostics in PRRT?,english,specific,therapy,gemini-1.0-pro-001,'',,,
8G,Ist der Einsatz von PRRT für den Patienten schädlich?,german,specific,side effects,gemini-1.0-pro-001,"'Die Peptid-Rezeptor-Radionuklid-Therapie (PRRT) ist eine gezielte Krebstherapie,', ' die im Allgemeinen als sicher gilt. Wie bei jeder medizinischen Behandlung können jedoch auch bei der PRRT Nebenwirkungen auftreten.\n\n**Häufige Nebenwirkungen', ':**\n\n* Niedrige Blutplättchenzahl (Thrombozytopenie)\n* Niedrige Anzahl weißer Blutkörperchen (Leukopenie)\n* Niedrige Anzahl roter Blutkörperchen (Anämie)\n* Übelkeit und Erbrechen\n* Müdigkeit\n* Nierenschäden', ' (selten)\n\n**Schwerwiegende Nebenwirkungen:**\n\n* Myelodysplastisches Syndrom (MDS) oder akute myeloische Leukämie (AML) (sehr selten)\n* Sekundäre Malignome (sehr selten)\n\n', '**Risikofaktoren für schwerwiegende Nebenwirkungen:**\n\n* Höhere Strahlendosen\n* Vorherige Chemotherapie oder Strahlentherapie\n* Bestimmte genetische Veranlagungen\n\nEs ist wichtig zu beachten, dass die meisten Patienten mit PRRT nur leichte bis mittelschwere Nebenwirkungen erfahren. Schwerwiegende Nebenwirkungen sind selten', ', aber möglich.\n\nVor Beginn der PRRT wird Ihr Arzt die potenziellen Risiken und Vorteile mit Ihnen besprechen und Sie überwachen, um Nebenwirkungen zu erkennen und zu behandeln.'",,,
8E,Is PRRT harmful for the patient?,english,specific,side effects,gemini-1.0-pro-001,"'PRRT (Peptide Receptor Radionuclide Therapy) is generally well-tolerated, but like any medical treatment, it can have potential side effects', '. The severity and frequency of side effects can vary depending on the individual patient and the specific PRRT regimen used.\n\n**Common Side Effects:**\n\n* **', 'Nausea and vomiting:** These are usually mild and transient, occurring within the first few days of treatment.\n* **Fatigue:** PRRT can cause temporary fatigue, which may last for several weeks.\n* **Myelosuppression:**', ' PRRT can temporarily suppress bone marrow function, leading to a decrease in blood cell counts. This is usually mild and reversible.\n* **Kidney toxicity:** PRRT can potentially cause kidney damage, especially in patients with pre-existing kidney problems.\n*', ' **Radiation exposure:** PRRT involves the use of radioactive isotopes, which can expose the patient to radiation. However, the radiation doses used are carefully calculated to minimize the risk of long-term effects.\n\n**Less Common Side Effects:**\n\n* **Pancreatitis:** PRRT can rarely cause inflammation of the pancreas.\n* **Liver toxicity:** PRRT can potentially cause liver damage', ', especially in patients with pre-existing liver problems.\n* **Allergic reactions:** Some patients may experience allergic reactions to the PRRT agents or other medications used during treatment.\n* **Long-term effects:** The long-term effects of PRRT are still being studied. However, there is no evidence to suggest that it increases the risk of cancer or other', ' serious health problems.\n\n**Monitoring and Management:**\n\nPatients undergoing PRRT are closely monitored for side effects. Blood tests, imaging studies, and other assessments are used to evaluate kidney function, blood cell counts, and overall health. Medications and supportive care measures can be used to manage side effects as needed.\n\nOverall, PRRT is a relatively safe and effective treatment for certain types of cancer. The potential side effects are generally manageable, and the benefits of treatment often outweigh the risks.'",,,
9G,Ist die PRRT die Zukunft für metastasierende Krebspatienten?,german,general,therapy,gemini-1.0-pro-001,"'Die Peptid-Rezeptor-Radionuklid-Therapie (PRRT) ist eine vielversprechende Behandlungsoption für Patienten mit metastas', 'ierendem Krebs, insbesondere für solche mit Neuroendokrinen Tumoren (NETs).\n\n**Vorteile der PRRT:**\n\n* **', 'Gezielte Therapie:** PRRT verwendet Radionuklide, die an Peptide binden, die an Rezeptoren auf Krebszellen binden. Dies ermöglicht eine gezielte Bestrahlung der Krebszellen und schont das gesunde Gewebe.\n* **Hohe Wirksamkeit:** Studien haben gezeigt, dass', ' PRRT bei NETs eine hohe Wirksamkeit aufweist und die Tumorgröße, die Symptome und das Überleben verbessern kann.\n* **Geringe Toxizität:** Im Vergleich zu anderen Krebsbehandlungen hat PRRT eine relativ geringe Toxizität.', ' Die häufigsten Nebenwirkungen sind Übelkeit, Erbrechen und Müdigkeit, die in der Regel vorübergehend sind.\n* **Langfristige Kontrolle:** PRRT kann eine langfristige Kontrolle der Krankheit bieten, auch bei Patienten mit fortgeschrittenem Krebs.\n\n**Einschränkungen der PRRT:**\n\n* **Nicht für alle Krebsarten geeignet:** PRRT ist nur für', ' Krebsarten wirksam, die Rezeptoren für die verwendeten Peptide exprimieren.\n* **Kosten:** PRRT kann eine teure Behandlung sein, insbesondere wenn mehrere Zyklen erforderlich sind.\n* **Zugänglichkeit:** PRRT ist nicht überall verfügbar und erfordert spezialisierte Einrichtungen und Fachkräfte.\n\n**Zukunft der PRRT:**\n\nDie', ' Forschung zur PRRT ist vielversprechend und es werden derzeit Studien durchgeführt, um ihre Wirksamkeit bei anderen Krebsarten zu untersuchen. Darüber hinaus werden neue Peptide und Radionuklide entwickelt, um die Therapie noch gezielter und wirksamer zu machen.\n\nInsgesamt ist die PRRT eine vielversprechende Behandlungsoption für Patienten mit metastasierendem Krebs, insbesondere für NETs. Sie bietet eine gezielte Therapie mit hoher Wirksamkeit und geringer Toxizität. Die laufende Forschung wird wahrscheinlich zu weiteren Fortschritten', ' in diesem Bereich führen und die PRRT zu einer noch wertvolleren Behandlungsoption für Krebspatienten machen.'",,,
9E,Is PRRT the future for metastatic cancer patients?,english,general,therapy,gemini-1.0-pro-001,"'**Potential of PRRT for Metastatic Cancer Patients**\n\nPeptide receptor radionuclide therapy (PRRT) is', ' a targeted cancer therapy that uses radioactive isotopes to deliver radiation directly to cancer cells. It has shown promising results in treating certain types of metastatic', ' cancer, particularly neuroendocrine tumors (NETs).\n\n**Advantages of PRRT:**\n\n* **Targeted therapy:** PRRT specifically targets cancer cells that express somatostatin receptors, which are commonly found on NETs.\n* **Minimal side effects:** PRRT typically has fewer side effects compared', ' to traditional chemotherapy or radiation therapy.\n* **Improved survival:** Studies have shown that PRRT can improve survival and quality of life in patients with metastatic NETs.\n* **Outpatient treatment:** PRRT can often be administered as an outpatient procedure, allowing patients to', ' continue their daily activities.\n\n**Limitations of PRRT:**\n\n* **Not effective for all cancers:** PRRT is only effective for cancers that express somatostatin receptors.\n* **Cost:** PRRT can be expensive, and insurance coverage may vary.\n* **Availability:** PRRT is not widely available in all areas.\n\n**Future Prospects:**\n\nPRRT is an active area of research', ', and ongoing studies are exploring its potential in treating other types of metastatic cancer. Some promising areas include:\n\n* **Combination therapies:** Combining PRRT with other treatments, such as immunotherapy or targeted therapy, may improve outcomes.\n* **New isotopes:** Developing new radioactive isotopes with improved properties could enhance the effectiveness of PRRT.\n* **Personalized medicine:** Tailoring PRRT to individual patient characteristics could optimize treatment outcomes.', '\n\n**Conclusion:**\n\nPRRT has emerged as a promising treatment option for metastatic cancer patients, particularly those with NETs. While it has limitations, ongoing research is exploring ways to improve its efficacy and expand its applications. As the field continues to advance, PRRT has the potential to play an increasingly significant role in the management of metastatic cancer.'",,,
10G,"Was muss eine Klinik an Equipment haben, um eine PRRT durchführen zu können?",german,specific,therapy,gemini-1.0-pro-001,"'**Notwendige Ausrüstung für eine PRRT-Behandlung:**\n\n**Bildgebung:**\n\n* SPECT/CT-Scanner (', 'Single-Photon-Emissions-Computertomographie/Computertomographie)\n* PET/CT-Scanner (Positronen-Emissions-Tomographie/Computertomo', 'graphie)\n\n**Strahlentherapie:**\n\n* Linearbeschleuniger (LINAC) mit einer Energie von mindestens 6 MeV\n* Multileaf-Kollimator (MLC)\n* Bildführungssystem (z. B.', ' Cone-Beam-CT)\n\n**Medizinische Physik:**\n\n* Dosisplanungssystem\n* Qualitätskontrollgeräte (z. B. Ionisationskammern, Dosimeter)\n\n**Radio', 'pharmazie:**\n\n* Hotcell für die Herstellung und Handhabung radioaktiver Medikamente\n* Bleigeschützte Lagereinrichtungen\n* Geräte zur Qualitätskontrolle (z. B. HPLC, Gamma-Zähler)\n\n**Weitere Ausrüstung:**\n\n* Patiententisch mit integrierter Immobilisierung\n* Überwachungsgeräte (z. B.', ' EKG, Pulsoximeter)\n* Notfallausrüstung\n* Bleischutzkleidung und -ausrüstung\n* Strahlenschutzmessgeräte (z. B. Dosimeter, Sonden)\n\n**Zusätzliche wünschenswerte Ausrüstung:**\n\n* Robotergestütztes Bestrahlungssystem\n* Atemsynchronisationssystem\n* MR-Linac (Magnetresonanz-Linearbeschleuniger)'",,,
10E,What equipment does a clinic need to perform PRRT?,english,specific,therapy,gemini-1.0-pro-001,"'* **Radioisotope production facility:** This facility produces the lutetium-177 isotope used in PRRT.\n', '* **Radiopharmacy:** This facility prepares the lutetium-177 radiopharmaceutical for administration to patients.\n* **Nuclear medicine department:** This department', ' administers the lutetium-177 radiopharmaceutical to patients and monitors their response to treatment.\n* **Radiation safety equipment:** This equipment is used to protect patients and staff from radiation exposure.'",,,
11G,Welche Ärzte führen PRRT durch? Muss man dafür ein Nuklearmediziner sein?,german,specific,therapy,gemini-1.0-pro-001,"'PRRT (Peptid-Rezeptor-Radionuklid-Therapie) wird in der Regel von Ärzten durchgeführt, die auf Nuklearmedizin', ' spezialisiert sind.\n\n**Nuklearmediziner** sind Ärzte, die sich auf die Verwendung radioaktiver Substanzen', ' zur Diagnose und Behandlung von Krankheiten spezialisiert haben. Sie verfügen über eine umfassende Ausbildung in den Bereichen Strahlenphysik, Radiopharmakologie und klinische Nuklearmedizin.\n\n**Andere Ärzte**, die PRRT durchführen können, sind:\n\n* **', 'Endokrinologen:** Ärzte, die sich auf die Behandlung von hormonellen Störungen spezialisiert haben, einschließlich neuroendokriner Tumoren.\n* **Onkologen:** Ärzte, die sich auf die Behandlung von Krebs spezialisiert haben.\n* **Radiologen', ':** Ärzte, die sich auf die Verwendung von Strahlung zur Diagnose und Behandlung von Krankheiten spezialisiert haben.\n\nEs ist jedoch wichtig zu beachten, dass nicht alle Ärzte, die in diesen Fachgebieten tätig sind, für die Durchführung von PRRT qualifiziert sind. Die Durchführung von PRRT erfordert eine spezielle Ausbildung und Erfahrung in der Nuklearmedizin.'",,,
11E,Which doctors perform PRRT? Do you have to be a nuclear medicine physician?,english,specific,therapy,gemini-1.0-pro-001,"'**Doctors who perform PRRT:**\n\n* Nuclear medicine physicians\n* Radiation oncologists\n* Endocrinologists\n* Medical oncologists\n\n**Do you', ' have to be a nuclear medicine physician to perform PRRT?**\n\nNo, it is not a requirement to be a nuclear medicine physician to perform PRRT. However, nuclear', ' medicine physicians typically have the most experience and training in this procedure.\n\n**Other qualifications for performing PRRT:**\n\n* Board certification in nuclear medicine, radiation oncology, endocrinology, or medical oncology\n* Specialized training in PRRT', '\n* Experience in administering radiopharmaceuticals\n* Knowledge of radiation safety and dosimetry'",,,
12G,Was sind die häufigsten Nebenwirkungen der PRRT?,german,general,side effects,gemini-1.0-pro-001,"'**Häufige Nebenwirkungen der PRRT (Peptid-Rezeptor-Radionuklid-Therapie)**\n\n**Hämatologische Nebenwirkungen:**', '\n\n* Myelosuppression (Abnahme der Blutkörperchen)\n* Anämie (Blutarmut)\n* Thrombozytopenie', ' (geringe Thrombozytenzahl)\n* Neutropenie (geringe Anzahl weißer Blutkörperchen)\n\n**Nierenfunktionsstörungen:**\n\n* Akutes Nierenversagen\n* Erhöhte', ' Kreatininspiegel\n\n**Gastrointestinale Nebenwirkungen:**\n\n* Übelkeit\n* Erbrechen\n* Durchfall\n* Verstopfung\n* Stomatitis (Entzündung der Mundschleimhaut)\n\n**Andere Nebenwirkungen:**\n\n* Müdigkeit\n* Kopfschmerzen\n', '* Schwindel\n* Geschmacksveränderungen\n* Xerostomie (Mundtrockenheit)\n* Haarausfall\n* Gelenkschmerzen\n* Schmerzen im Injektionsbereich\n\n**Seltene, aber schwerwiegende Nebenwirkungen:**\n\n* Myelodysplastisches Syndrom (MDS)\n* Akute myeloische Leukämie (AML)\n* Sekundärmalignome (', 'neue Krebsarten)'",,,
12E,What are the most common side effects of PRRT?,english,general,side effects,gemini-1.0-pro-001,"'* **Nausea and vomiting:** These are the most common side effects of PRRT, and they can be severe. They', ' usually start within 24 hours of treatment and can last for several days.\n* **Fatigue:**', ' This is another common side effect of PRRT. It can range from mild to severe, and it can last for several weeks.\n* **Low blood counts:** PRRT can cause low blood counts, including low white blood cell counts, low red blood cell counts', ', and low platelet counts. This can increase the risk of infection, anemia, and bleeding.\n* **Kidney problems:** PRRT can cause kidney problems, including kidney failure. This is a rare side effect, but it can be serious.\n* **Liver problems:** PRRT can', ' cause liver problems, including liver failure. This is a rare side effect, but it can be serious.\n* **Radiation pneumonitis:** This is a rare side effect of PRRT that can cause inflammation of the lungs. It can be serious, and it can lead to death.'",,,
13G,Was sind die Vorteile einer PRRT?,german,general,advantages of therapy,gemini-1.0-pro-001,"'**Vorteile der Peptid-Rezeptor-Radionuklid-Therapie (PRRT)**\n\n* **Gezielte Therapie:** PRRT', ' zielt spezifisch auf Neuroendokrine Tumore (NETs) ab, die Somatostatinrezeptoren exprimieren.', '\n* **Hohe Wirksamkeit:** PRRT hat sich bei der Behandlung von NETs als hochwirksam erwiesen, insbesondere bei Patienten mit fortgeschrittener Erkrankung.\n* **Verbesserte Lebensqualität:** PRRT kann die Symptome von NETs lindern', ', wie z. B. Hitzewallungen, Durchfall und Bauchschmerzen, und die Lebensqualität der Patienten verbessern.\n* **Lang anhaltende Wirkung:** Die Wirkung von PRRT kann mehrere', ' Monate bis Jahre anhalten, was zu einer längeren Krankheitskontrolle führt.\n* **Relativ geringe Toxizität:** PRRT ist im Vergleich zu anderen Krebstherapien relativ gut verträglich. Die häufigsten Nebenwirkungen sind Übelkeit, Erbrechen und Müdigkeit, die in der Regel vorübergehend sind.\n* **Ambulante Behandlung:** PRRT kann ambulant', ' verabreicht werden, sodass die Patienten nicht im Krankenhaus übernachten müssen.\n* **Personalisierte Behandlung:** Die Dosierung und der Behandlungsplan von PRRT können an die individuellen Bedürfnisse jedes Patienten angepasst werden.\n* **Kombination mit anderen Therapien:** PRRT kann in Kombination mit anderen Therapien wie Chemotherapie oder Immuntherapie eingesetzt werden', ', um die Wirksamkeit zu verbessern.\n* **Potenzial für Heilung:** In einigen Fällen kann PRRT zu einer vollständigen oder teilweisen Remission führen, insbesondere bei Patienten mit lokalisierten NETs.\n* **Verbesserte Prognose:** PRRT hat sich gezeigt, dass sie die Überlebensraten von Patienten mit NETs verbessert.'",,,
